"Year","Economy_Label","Flow_Label","US_at_current_prices_in_millions_Value"
"1987-01-01 00:00:00","Tunisia","Imports",3039.0
"1987-01-01 00:00:00","Turkiye","Exports",10190.0
"1987-01-01 00:00:00","Turkiye","Imports",14158.0
"1987-01-01 00:00:00","Ukraine","Exports",0.0
"1987-01-01 00:00:00","Ukraine","Imports",0.0
"1987-01-01 00:00:00","United_Kingdom","Exports",131193.0
"1987-01-01 00:00:00","United_Kingdom","Imports",154387.0
"1987-01-01 00:00:00","United_States","Exports",254122.0
"1987-01-01 00:00:00","United_States","Imports",424443.0
"1987-01-01 00:00:00","Venezuela","Exports",10577.0
"1987-01-01 00:00:00","Venezuela","Imports",9659.0
"1987-01-01 00:00:00","Viet_Nam","Exports",854.0
"1987-01-01 00:00:00","Viet_Nam","Imports",2455.0
"1988-01-01 00:00:00","Argentina","Exports",9135.0
"1988-01-01 00:00:00","Argentina","Imports",5322.0
"1988-01-01 00:00:00","Australia","Exports",33233.0
"1988-01-01 00:00:00","Australia","Imports",36095.0
"1988-01-01 00:00:00","Belgium","Exports",92135.0
"1988-01-01 00:00:00","Belgium","Imports",92436.0
"1988-01-01 00:00:00","Brazil","Exports",33494.0
"1988-01-01 00:00:00","Brazil","Imports",16055.0
"1988-01-01 00:00:00","Canada","Exports",117105.0
"1988-01-01 00:00:00","Canada","Imports",112711.0
"1988-01-01 00:00:00","Chile","Exports",7052.0
"1988-01-01 00:00:00","Chile","Imports",5292.0
"1988-01-01 00:00:00","China","Exports",47516.0
"1988-01-01 00:00:00","China","Imports",55268.0
"1988-01-01 00:00:00","Hong_Kong","Exports",63493.0
"1988-01-01 00:00:00","Hong_Kong","Imports",70325.0
"1988-01-01 00:00:00","Taiwan","Exports",60695.0
"1988-01-01 00:00:00","Taiwan","Imports",49780.0
"1988-01-01 00:00:00","Colombia","Exports",5037.0
"1988-01-01 00:00:00","Colombia","Imports",5002.0
"1988-01-01 00:00:00","Denmark","Exports",28514.0
"1988-01-01 00:00:00","Denmark","Imports",27228.0
"1988-01-01 00:00:00","Egypt","Exports",5706.0
"1988-01-01 00:00:00","Egypt","Imports",23298.0
"1988-01-01 00:00:00","Finland","Exports",21748.0
"1988-01-01 00:00:00","Finland","Imports",21130.0
"1988-01-01 00:00:00","France","Exports",168345.0
"1988-01-01 00:00:00","France","Imports",183527.0
"1988-01-01 00:00:00","Germany","Exports",0.0
"1988-01-01 00:00:00","Germany","Imports",0.0
"1988-01-01 00:00:00","Hungary","Exports",10000.0
"1988-01-01 00:00:00","Hungary","Imports",9370.0
"1988-01-01 00:00:00","India","Exports",13234.0
"1988-01-01 00:00:00","India","Imports",19102.0
"1988-01-01 00:00:00","Indonesia","Exports",0.0
"1988-01-01 00:00:00","Indonesia","Imports",0.0
"1988-01-01 00:00:00","Israel","Exports",9752.0
"1988-01-01 00:00:00","Israel","Imports",15018.0
"1988-01-01 00:00:00","Italy","Exports",127859.0
"1988-01-01 00:00:00","Italy","Imports",138551.0
"1988-01-01 00:00:00","Japan","Exports",264856.0
"1988-01-01 00:00:00","Japan","Imports",187378.0
"1988-01-01 00:00:00","Malaysia","Exports",21082.0
"1988-01-01 00:00:00","Malaysia","Imports",16507.0
"1988-01-01 00:00:00","Mexico","Exports",30691.0
"1988-01-01 00:00:00","Mexico","Imports",29402.0
"1988-01-01 00:00:00","Netherlands","Exports",103188.0
"1988-01-01 00:00:00","Netherlands","Imports",99444.0
"1988-01-01 00:00:00","Norway","Exports",22436.0
"1988-01-01 00:00:00","Norway","Imports",23220.0
"1988-01-01 00:00:00","Peru","Exports",2701.0
"1988-01-01 00:00:00","Peru","Imports",3109.0
"1988-01-01 00:00:00","Philippines","Exports",7022.0
"1988-01-01 00:00:00","Philippines","Imports",8731.0
"1988-01-01 00:00:00","Poland","Exports",13960.0
"1988-01-01 00:00:00","Poland","Imports",12245.0
"1988-01-01 00:00:00","Portugal","Exports",10989.0
"1988-01-01 00:00:00","Portugal","Imports",17940.0
"1988-01-01 00:00:00","South_Korea","Exports",60696.0
"1988-01-01 00:00:00","South_Korea","Imports",51811.0
"1988-01-01 00:00:00","Russia","Exports",0.0
"1988-01-01 00:00:00","Russia","Imports",0.0
"1988-01-01 00:00:00","Saudi_Arabia","Exports",24377.0
"1988-01-01 00:00:00","Saudi_Arabia","Imports",21784.0
"1988-01-01 00:00:00","South_Africa","Exports",21871.0
"1988-01-01 00:00:00","South_Africa","Imports",18723.0
"1988-01-01 00:00:00","Spain","Exports",40341.0
"1988-01-01 00:00:00","Spain","Imports",60502.0
"1988-01-01 00:00:00","Sweden","Exports",49747.0
"1988-01-01 00:00:00","Sweden","Imports",45627.0
"1988-01-01 00:00:00","Switzerland","Exports",50704.0
"1988-01-01 00:00:00","Switzerland","Imports",56363.0
"1988-01-01 00:00:00","Thailand","Exports",15953.0
"1988-01-01 00:00:00","Thailand","Imports",20285.0
"1988-01-01 00:00:00","Tunisia","Exports",2395.0
"1988-01-01 00:00:00","Tunisia","Imports",3689.0
"1988-01-01 00:00:00","Turkiye","Exports",11662.0
"1988-01-01 00:00:00","Turkiye","Imports",14335.0
"1988-01-01 00:00:00","Ukraine","Exports",0.0
"1988-01-01 00:00:00","Ukraine","Imports",0.0
"1988-01-01 00:00:00","United_Kingdom","Exports",145457.0
"1988-01-01 00:00:00","United_Kingdom","Imports",189693.0
"1988-01-01 00:00:00","United_States","Exports",322427.0
"1988-01-01 00:00:00","United_States","Imports",459543.0
"1988-01-01 00:00:00","Venezuela","Exports",10244.0
"1988-01-01 00:00:00","Venezuela","Imports",12726.0
"1988-01-01 00:00:00","Viet_Nam","Exports",1038.0
"1988-01-01 00:00:00","Viet_Nam","Imports",2756.0
"1989-01-01 00:00:00","Argentina","Exports",9579.0
"1989-01-01 00:00:00","Argentina","Imports",4204.0
"1989-01-01 00:00:00","Australia","Exports",37125.0
"1989-01-01 00:00:00","Australia","Imports",44933.0
"1989-01-01 00:00:00","Belgium","Exports",100012.0
"1989-01-01 00:00:00","Belgium","Imports",98473.0
"1989-01-01 00:00:00","Brazil","Exports",34383.0
"1989-01-01 00:00:00","Brazil","Imports",19885.0
"1989-01-01 00:00:00","Canada","Exports",121832.0
"1989-01-01 00:00:00","Canada","Imports",119792.0
"1989-01-01 00:00:00","Chile","Exports",8078.0
"1989-01-01 00:00:00","Chile","Imports",7233.0
"1989-01-01 00:00:00","China","Exports",52538.0
"1989-01-01 00:00:00","China","Imports",59140.0
"1989-01-01 00:00:00","Hong_Kong","Exports",73336.0
"1989-01-01 00:00:00","Hong_Kong","Imports",77662.0
"1989-01-01 00:00:00","Taiwan","Exports",66317.0
"1989-01-01 00:00:00","Taiwan","Imports",52475.0
"1989-01-01 00:00:00","Colombia","Exports",5717.0
"1989-01-01 00:00:00","Colombia","Imports",5004.0
"1989-01-01 00:00:00","Denmark","Exports",29570.0
"1989-01-01 00:00:00","Denmark","Imports",28015.0
"1989-01-01 00:00:00","Egypt","Exports",6764.0
"1989-01-01 00:00:00","Egypt","Imports",18774.0
"1989-01-01 00:00:00","Finland","Exports",23298.0
"1989-01-01 00:00:00","Finland","Imports",24436.0
"1989-01-01 00:00:00","France","Exports",179926.0
"1989-01-01 00:00:00","France","Imports",197852.0
"1989-01-01 00:00:00","Germany","Exports",0.0
"1989-01-01 00:00:00","Germany","Imports",0.0
"1989-01-01 00:00:00","Hungary","Exports",9670.0
"1989-01-01 00:00:00","Hungary","Imports",8865.0
"1989-01-01 00:00:00","India","Exports",15872.0
"1989-01-01 00:00:00","India","Imports",20549.0
"1989-01-01 00:00:00","Indonesia","Exports",0.0
"1989-01-01 00:00:00","Indonesia","Imports",0.0
"1989-01-01 00:00:00","Israel","Exports",11072.0
"1989-01-01 00:00:00","Israel","Imports",14347.0
"1989-01-01 00:00:00","Italy","Exports",140556.0
"1989-01-01 00:00:00","Italy","Imports",153011.0
"1989-01-01 00:00:00","Japan","Exports",273932.0
"1989-01-01 00:00:00","Japan","Imports",209715.0
"1989-01-01 00:00:00","Malaysia","Exports",25047.0
"1989-01-01 00:00:00","Malaysia","Imports",22480.0
"1989-01-01 00:00:00","Mexico","Exports",35171.0
"1989-01-01 00:00:00","Mexico","Imports",36400.0
"1989-01-01 00:00:00","Netherlands","Exports",107854.0
"1989-01-01 00:00:00","Netherlands","Imports",104253.0
"1989-01-01 00:00:00","Norway","Exports",27108.0
"1989-01-01 00:00:00","Norway","Imports",23676.0
"1989-01-01 00:00:00","Peru","Exports",3488.0
"1989-01-01 00:00:00","Peru","Imports",2009.0
"1989-01-01 00:00:00","Philippines","Exports",7767.0
"1989-01-01 00:00:00","Philippines","Imports",11171.0
"1989-01-01 00:00:00","Poland","Exports",13470.0
"1989-01-01 00:00:00","Poland","Imports",10270.0
"1989-01-01 00:00:00","Portugal","Exports",12799.0
"1989-01-01 00:00:00","Portugal","Imports",19072.0
"1989-01-01 00:00:00","South_Korea","Exports",62377.0
"1989-01-01 00:00:00","South_Korea","Imports",61465.0
"1989-01-01 00:00:00","Russia","Exports",0.0
"1989-01-01 00:00:00","Russia","Imports",0.0
"1989-01-01 00:00:00","Saudi_Arabia","Exports",28382.0
"1989-01-01 00:00:00","Saudi_Arabia","Imports",21154.0
"1989-01-01 00:00:00","South_Africa","Exports",22191.0
"1989-01-01 00:00:00","South_Africa","Imports",18498.0
"1989-01-01 00:00:00","Spain","Exports",43451.0
"1989-01-01 00:00:00","Spain","Imports",70945.0
"1989-01-01 00:00:00","Sweden","Exports",51547.0
"1989-01-01 00:00:00","Sweden","Imports",48975.0
"1989-01-01 00:00:00","Switzerland","Exports",51525.0
"1989-01-01 00:00:00","Switzerland","Imports",58194.0
"1989-01-01 00:00:00","Thailand","Exports",20078.0
"1989-01-01 00:00:00","Thailand","Imports",25770.0
"1989-01-01 00:00:00","Tunisia","Exports",2930.0
"1989-01-01 00:00:00","Tunisia","Imports",4387.0
"1989-01-01 00:00:00","Turkiye","Exports",11625.0
"1989-01-01 00:00:00","Turkiye","Imports",15792.0
"1989-01-01 00:00:00","Ukraine","Exports",0.0
"1989-01-01 00:00:00","Ukraine","Imports",0.0
"1989-01-01 00:00:00","United_Kingdom","Exports",153271.0
"1989-01-01 00:00:00","United_Kingdom","Imports",199186.0
"1989-01-01 00:00:00","United_States","Exports",363812.0
"1989-01-01 00:00:00","United_States","Imports",492922.0
"1989-01-01 00:00:00","Venezuela","Exports",13310.0
"1989-01-01 00:00:00","Venezuela","Imports",7803.0
"1989-01-01 00:00:00","Viet_Nam","Exports",1946.0
"1989-01-01 00:00:00","Viet_Nam","Imports",2565.0
"1990-01-01 00:00:00","Argentina","Exports",12353.0
"1990-01-01 00:00:00","Argentina","Imports",4078.0
"1990-01-01 00:00:00","Australia","Exports",39752.0
"1990-01-01 00:00:00","Australia","Imports",41985.0
"1990-01-01 00:00:00","Belgium","Exports",117703.0
"1990-01-01 00:00:00","Belgium","Imports",119702.0
"1990-01-01 00:00:00","Brazil","Exports",31414.0
"1990-01-01 00:00:00","Brazil","Imports",22522.0
"1990-01-01 00:00:00","Canada","Exports",127629.0
"1990-01-01 00:00:00","Canada","Imports",123244.0
"1990-01-01 00:00:00","Chile","Exports",8373.0
"1990-01-01 00:00:00","Chile","Imports",7940.0
"1990-01-01 00:00:00","China","Exports",62091.0
"1990-01-01 00:00:00","China","Imports",53345.0
"1990-01-01 00:00:00","Hong_Kong","Exports",82390.0
"1990-01-01 00:00:00","Hong_Kong","Imports",84725.0
"1990-01-01 00:00:00","Taiwan","Exports",67245.0
"1990-01-01 00:00:00","Taiwan","Imports",54782.0
"1990-01-01 00:00:00","Colombia","Exports",6721.0
"1990-01-01 00:00:00","Colombia","Imports",5589.0
"1990-01-01 00:00:00","Denmark","Exports",36870.0
"1990-01-01 00:00:00","Denmark","Imports",33333.0
"1990-01-01 00:00:00","Egypt","Exports",2585.0
"1990-01-01 00:00:00","Egypt","Imports",9216.0
"1990-01-01 00:00:00","Finland","Exports",26571.0
"1990-01-01 00:00:00","Finland","Imports",27001.0
"1990-01-01 00:00:00","France","Exports",217262.0
"1990-01-01 00:00:00","France","Imports",240803.0
"1990-01-01 00:00:00","Germany","Exports",421100.0
"1990-01-01 00:00:00","Germany","Imports",355686.0
"1990-01-01 00:00:00","Hungary","Exports",10000.0
"1990-01-01 00:00:00","Hungary","Imports",10340.0
"1990-01-01 00:00:00","India","Exports",17969.0
"1990-01-01 00:00:00","India","Imports",23580.0
"1990-01-01 00:00:00","Indonesia","Exports",0.0
"1990-01-01 00:00:00","Indonesia","Imports",0.0
"1990-01-01 00:00:00","Israel","Exports",12080.0
"1990-01-01 00:00:00","Israel","Imports",16794.0
"1990-01-01 00:00:00","Italy","Exports",170304.0
"1990-01-01 00:00:00","Italy","Imports",181968.0
"1990-01-01 00:00:00","Japan","Exports",287580.0
"1990-01-01 00:00:00","Japan","Imports",235368.0
"1990-01-01 00:00:00","Malaysia","Exports",29452.0
"1990-01-01 00:00:00","Malaysia","Imports",29258.0
"1990-01-01 00:00:00","Mexico","Exports",40711.0
"1990-01-01 00:00:00","Mexico","Imports",43548.0
"1990-01-01 00:00:00","Netherlands","Exports",131775.0
"1990-01-01 00:00:00","Netherlands","Imports",126475.0
"1990-01-01 00:00:00","Norway","Exports",34047.0
"1990-01-01 00:00:00","Norway","Imports",27231.0
"1990-01-01 00:00:00","Peru","Exports",3280.0
"1990-01-01 00:00:00","Peru","Imports",2634.0
"1990-01-01 00:00:00","Philippines","Exports",8117.0
"1990-01-01 00:00:00","Philippines","Imports",13004.0
"1990-01-01 00:00:00","Poland","Exports",14320.0
"1990-01-01 00:00:00","Poland","Imports",11570.0
"1990-01-01 00:00:00","Portugal","Exports",16422.0
"1990-01-01 00:00:00","Portugal","Imports",25264.0
"1990-01-01 00:00:00","South_Korea","Exports",65016.0
"1990-01-01 00:00:00","South_Korea","Imports",69844.0
"1990-01-01 00:00:00","Russia","Exports",0.0
"1990-01-01 00:00:00","Russia","Imports",0.0
"1990-01-01 00:00:00","Saudi_Arabia","Exports",44417.0
"1990-01-01 00:00:00","Saudi_Arabia","Imports",24069.0
"1990-01-01 00:00:00","South_Africa","Exports",23549.0
"1990-01-01 00:00:00","South_Africa","Imports",18399.0
"1990-01-01 00:00:00","Spain","Exports",55521.0
"1990-01-01 00:00:00","Spain","Imports",87554.0
"1990-01-01 00:00:00","Sweden","Exports",57538.0
"1990-01-01 00:00:00","Sweden","Imports",54245.0
"1990-01-01 00:00:00","Switzerland","Exports",63784.0
"1990-01-01 00:00:00","Switzerland","Imports",69681.0
"1990-01-01 00:00:00","Thailand","Exports",23068.0
"1990-01-01 00:00:00","Thailand","Imports",33045.0
"1990-01-01 00:00:00","Tunisia","Exports",3527.0
"1990-01-01 00:00:00","Tunisia","Imports",5513.0
"1990-01-01 00:00:00","Turkiye","Exports",12959.0
"1990-01-01 00:00:00","Turkiye","Imports",22303.0
"1990-01-01 00:00:00","Ukraine","Exports",0.0
"1990-01-01 00:00:00","Ukraine","Imports",0.0
"1990-01-01 00:00:00","United_Kingdom","Exports",185107.0
"1990-01-01 00:00:00","United_Kingdom","Imports",224416.0
"1990-01-01 00:00:00","United_States","Exports",393592.0
"1990-01-01 00:00:00","United_States","Imports",516987.0
"1990-01-01 00:00:00","Venezuela","Exports",17497.0
"1990-01-01 00:00:00","Venezuela","Imports",7335.0
"1990-01-01 00:00:00","Viet_Nam","Exports",2404.0
"1990-01-01 00:00:00","Viet_Nam","Imports",2752.0
"1991-01-01 00:00:00","Argentina","Exports",11978.0
"1991-01-01 00:00:00","Argentina","Imports",8275.0
"1991-01-01 00:00:00","Australia","Exports",41854.0
"1991-01-01 00:00:00","Australia","Imports",41648.0
"1991-01-01 00:00:00","Belgium","Exports",118199.0
"1991-01-01 00:00:00","Belgium","Imports",120182.0
"1991-01-01 00:00:00","Brazil","Exports",31620.0
"1991-01-01 00:00:00","Brazil","Imports",22947.0
"1991-01-01 00:00:00","Canada","Exports",127163.0
"1991-01-01 00:00:00","Canada","Imports",124782.0
"1991-01-01 00:00:00","Chile","Exports",8942.0
"1991-01-01 00:00:00","Chile","Imports",8171.0
"1991-01-01 00:00:00","China","Exports",71910.0
"1991-01-01 00:00:00","China","Imports",63791.0
"1991-01-01 00:00:00","Hong_Kong","Exports",98659.0
"1991-01-01 00:00:00","Hong_Kong","Imports",103883.0
"1991-01-01 00:00:00","Taiwan","Exports",76489.0
"1991-01-01 00:00:00","Taiwan","Imports",63053.0
"1991-01-01 00:00:00","Colombia","Exports",7114.0
"1991-01-01 00:00:00","Colombia","Imports",4959.0
"1991-01-01 00:00:00","Denmark","Exports",37824.0
"1991-01-01 00:00:00","Denmark","Imports",34190.0
"1991-01-01 00:00:00","Egypt","Exports",3659.0
"1991-01-01 00:00:00","Egypt","Imports",7862.0
"1991-01-01 00:00:00","Finland","Exports",23080.0
"1991-01-01 00:00:00","Finland","Imports",21809.0
"1991-01-01 00:00:00","France","Exports",217683.0
"1991-01-01 00:00:00","France","Imports",238036.0
"1991-01-01 00:00:00","Germany","Exports",402843.0
"1991-01-01 00:00:00","Germany","Imports",389908.0
"1991-01-01 00:00:00","Hungary","Exports",10185.0
"1991-01-01 00:00:00","Hungary","Imports",11370.0
"1991-01-01 00:00:00","India","Exports",17727.0
"1991-01-01 00:00:00","India","Imports",20448.0
"1991-01-01 00:00:00","Indonesia","Exports",0.0
"1991-01-01 00:00:00","Indonesia","Imports",0.0
"1991-01-01 00:00:00","Israel","Exports",11921.0
"1991-01-01 00:00:00","Israel","Imports",18658.0
"1991-01-01 00:00:00","Italy","Exports",169465.0
"1991-01-01 00:00:00","Italy","Imports",182679.0
"1991-01-01 00:00:00","Japan","Exports",314793.0
"1991-01-01 00:00:00","Japan","Imports",236999.0
"1991-01-01 00:00:00","Malaysia","Exports",34350.0
"1991-01-01 00:00:00","Malaysia","Imports",36649.0
"1991-01-01 00:00:00","Mexico","Exports",42688.0
"1991-01-01 00:00:00","Mexico","Imports",51725.0
"1991-01-01 00:00:00","Netherlands","Exports",133631.0
"1991-01-01 00:00:00","Netherlands","Imports",127213.0
"1991-01-01 00:00:00","Norway","Exports",34107.0
"1991-01-01 00:00:00","Norway","Imports",25572.0
"1991-01-01 00:00:00","Peru","Exports",3393.0
"1991-01-01 00:00:00","Peru","Imports",2813.0
"1991-01-01 00:00:00","Philippines","Exports",8801.0
"1991-01-01 00:00:00","Philippines","Imports",12862.0
"1991-01-01 00:00:00","Poland","Exports",13800.0
"1991-01-01 00:00:00","Poland","Imports",18390.0
"1991-01-01 00:00:00","Portugal","Exports",16329.0
"1991-01-01 00:00:00","Portugal","Imports",26421.0
"1991-01-01 00:00:00","South_Korea","Exports",71870.0
"1991-01-01 00:00:00","South_Korea","Imports",81525.0
"1991-01-01 00:00:00","Russia","Exports",0.0
"1991-01-01 00:00:00","Russia","Imports",0.0
"1991-01-01 00:00:00","Saudi_Arabia","Exports",47797.0
"1991-01-01 00:00:00","Saudi_Arabia","Imports",29079.0
"1991-01-01 00:00:00","South_Africa","Exports",23279.0
"1991-01-01 00:00:00","South_Africa","Imports",18829.0
"1991-01-01 00:00:00","Spain","Exports",58621.0
"1991-01-01 00:00:00","Spain","Imports",92965.0
"1991-01-01 00:00:00","Sweden","Exports",55217.0
"1991-01-01 00:00:00","Sweden","Imports",49990.0
"1991-01-01 00:00:00","Switzerland","Exports",61517.0
"1991-01-01 00:00:00","Switzerland","Imports",66485.0
"1991-01-01 00:00:00","Thailand","Exports",28428.0
"1991-01-01 00:00:00","Thailand","Imports",37569.0
"1991-01-01 00:00:00","Tunisia","Exports",3699.0
"1991-01-01 00:00:00","Tunisia","Imports",5189.0
"1991-01-01 00:00:00","Turkiye","Exports",13595.0
"1991-01-01 00:00:00","Turkiye","Imports",21047.0
"1991-01-01 00:00:00","Ukraine","Exports",0.0
"1991-01-01 00:00:00","Ukraine","Imports",0.0
"1991-01-01 00:00:00","United_Kingdom","Exports",185295.0
"1991-01-01 00:00:00","United_Kingdom","Imports",210033.0
"1991-01-01 00:00:00","United_States","Exports",421730.0
"1991-01-01 00:00:00","United_States","Imports",508363.0
"1991-01-01 00:00:00","Venezuela","Exports",15155.0
"1991-01-01 00:00:00","Venezuela","Imports",11147.0
"1991-01-01 00:00:00","Viet_Nam","Exports",2087.0
"1991-01-01 00:00:00","Viet_Nam","Imports",2338.0
"1992-01-01 00:00:00","Argentina","Exports",12235.0
"1992-01-01 00:00:00","Argentina","Imports",14872.0
"1992-01-01 00:00:00","Australia","Exports",42824.0
"1992-01-01 00:00:00","Australia","Imports",43807.0
"1992-01-01 00:00:00","Belgium","Exports",123132.0
"1992-01-01 00:00:00","Belgium","Imports",125047.0
"1992-01-01 00:00:00","Brazil","Exports",35793.0
"1992-01-01 00:00:00","Brazil","Imports",23116.0
"1992-01-01 00:00:00","Canada","Exports",134435.0
"1992-01-01 00:00:00","Canada","Imports",129262.0
"1992-01-01 00:00:00","Chile","Exports",10007.0
"1992-01-01 00:00:00","Chile","Imports",10183.0
"1992-01-01 00:00:00","China","Exports",84940.0
"1992-01-01 00:00:00","China","Imports",80600.0
"1992-01-01 00:00:00","Hong_Kong","Exports",119586.0
"1992-01-01 00:00:00","Hong_Kong","Imports",127340.0
"1992-01-01 00:00:00","Taiwan","Exports",82036.0
"1992-01-01 00:00:00","Taiwan","Imports",72209.0
"1992-01-01 00:00:00","Colombia","Exports",6900.0
"1992-01-01 00:00:00","Colombia","Imports",6579.0
"1992-01-01 00:00:00","Denmark","Exports",41577.0
"1992-01-01 00:00:00","Denmark","Imports",35714.0
"1992-01-01 00:00:00","Egypt","Exports",3051.0
"1992-01-01 00:00:00","Egypt","Imports",8245.0
"1992-01-01 00:00:00","Finland","Exports",23981.0
"1992-01-01 00:00:00","Finland","Imports",21208.0
"1992-01-01 00:00:00","France","Exports",236575.0
"1992-01-01 00:00:00","France","Imports",246014.0
"1992-01-01 00:00:00","Germany","Exports",430042.0
"1992-01-01 00:00:00","Germany","Imports",408619.0
"1992-01-01 00:00:00","Hungary","Exports",10705.0
"1992-01-01 00:00:00","Hungary","Imports",11080.0
"1992-01-01 00:00:00","India","Exports",19628.0
"1992-01-01 00:00:00","India","Imports",23579.0
"1992-01-01 00:00:00","Indonesia","Exports",0.0
"1992-01-01 00:00:00","Indonesia","Imports",0.0
"1992-01-01 00:00:00","Israel","Exports",13119.0
"1992-01-01 00:00:00","Israel","Imports",20253.0
"1992-01-01 00:00:00","Italy","Exports",178155.0
"1992-01-01 00:00:00","Italy","Imports",188451.0
"1992-01-01 00:00:00","Japan","Exports",339895.0
"1992-01-01 00:00:00","Japan","Imports",233247.0
"1992-01-01 00:00:00","Malaysia","Exports",40771.0
"1992-01-01 00:00:00","Malaysia","Imports",39856.0
"1992-01-01 00:00:00","Mexico","Exports",46196.0
"1992-01-01 00:00:00","Mexico","Imports",64213.0
"1992-01-01 00:00:00","Netherlands","Exports",140335.0
"1992-01-01 00:00:00","Netherlands","Imports",134650.0
"1992-01-01 00:00:00","Norway","Exports",35145.0
"1992-01-01 00:00:00","Norway","Imports",26072.0
"1992-01-01 00:00:00","Peru","Exports",3578.0
"1992-01-01 00:00:00","Peru","Imports",3964.0
"1992-01-01 00:00:00","Philippines","Exports",9751.0
"1992-01-01 00:00:00","Philippines","Imports",15497.0
"1992-01-01 00:00:00","Poland","Exports",14500.0
"1992-01-01 00:00:00","Poland","Imports",18540.0
"1992-01-01 00:00:00","Portugal","Exports",18374.0
"1992-01-01 00:00:00","Portugal","Imports",30312.0
"1992-01-01 00:00:00","South_Korea","Exports",76632.0
"1992-01-01 00:00:00","South_Korea","Imports",81775.0
"1992-01-01 00:00:00","Russia","Exports",42039.0
"1992-01-01 00:00:00","Russia","Imports",40737.0
"1992-01-01 00:00:00","Saudi_Arabia","Exports",50280.0
"1992-01-01 00:00:00","Saudi_Arabia","Imports",33698.0
"1992-01-01 00:00:00","South_Africa","Exports",23440.0
"1992-01-01 00:00:00","South_Africa","Imports",19738.0
"1992-01-01 00:00:00","Spain","Exports",64840.0
"1992-01-01 00:00:00","Spain","Imports",99753.0
"1992-01-01 00:00:00","Sweden","Exports",56120.0
"1992-01-01 00:00:00","Sweden","Imports",50091.0
"1992-01-01 00:00:00","Switzerland","Exports",65675.0
"1992-01-01 00:00:00","Switzerland","Imports",65744.0
"1992-01-01 00:00:00","Thailand","Exports",32472.0
"1992-01-01 00:00:00","Thailand","Imports",40686.0
"1992-01-01 00:00:00","Tunisia","Exports",4019.0
"1992-01-01 00:00:00","Tunisia","Imports",6431.0
"1992-01-01 00:00:00","Turkiye","Exports",14716.0
"1992-01-01 00:00:00","Turkiye","Imports",22871.0
"1992-01-01 00:00:00","Ukraine","Exports",8045.0
"1992-01-01 00:00:00","Ukraine","Imports",7099.0
"1992-01-01 00:00:00","United_Kingdom","Exports",191143.0
"1992-01-01 00:00:00","United_Kingdom","Imports",221578.0
"1992-01-01 00:00:00","United_States","Exports",448163.0
"1992-01-01 00:00:00","United_States","Imports",553923.0
"1992-01-01 00:00:00","Venezuela","Exports",14185.0
"1992-01-01 00:00:00","Venezuela","Imports",14065.0
"1992-01-01 00:00:00","Viet_Nam","Exports",2581.0
"1992-01-01 00:00:00","Viet_Nam","Imports",2541.0
"1993-01-01 00:00:00","Argentina","Exports",13118.0
"1993-01-01 00:00:00","Argentina","Imports",16784.0
"1993-01-01 00:00:00","Australia","Exports",42723.0
"1993-01-01 00:00:00","Australia","Imports",45577.0
"1993-01-01 00:00:00","Belgium","Exports",125026.0
"1993-01-01 00:00:00","Belgium","Imports",115272.0
"1993-01-01 00:00:00","Brazil","Exports",38555.0
"1993-01-01 00:00:00","Brazil","Imports",27604.0
"1993-01-01 00:00:00","Canada","Exports",145178.0
"1993-01-01 00:00:00","Canada","Imports",139035.0
"1993-01-01 00:00:00","Chile","Exports",9199.0
"1993-01-01 00:00:00","Chile","Imports",11133.0
"1993-01-01 00:00:00","China","Exports",91744.0
"1993-01-01 00:00:00","China","Imports",103959.0
"1993-01-01 00:00:00","Hong_Kong","Exports",135385.0
"1993-01-01 00:00:00","Hong_Kong","Imports",141308.0
"1993-01-01 00:00:00","Taiwan","Exports",85718.0
"1993-01-01 00:00:00","Taiwan","Imports",77112.0
"1993-01-01 00:00:00","Colombia","Exports",7116.0
"1993-01-01 00:00:00","Colombia","Imports",9832.0
"1993-01-01 00:00:00","Denmark","Exports",37795.0
"1993-01-01 00:00:00","Denmark","Imports",31347.0
"1993-01-01 00:00:00","Egypt","Exports",3105.0
"1993-01-01 00:00:00","Egypt","Imports",8214.0
"1993-01-01 00:00:00","Finland","Exports",23495.0
"1993-01-01 00:00:00","Finland","Imports",18034.0
"1993-01-01 00:00:00","France","Exports",222229.0
"1993-01-01 00:00:00","France","Imports",222998.0
"1993-01-01 00:00:00","Germany","Exports",380517.0
"1993-01-01 00:00:00","Germany","Imports",342992.0
"1993-01-01 00:00:00","Hungary","Exports",8905.0
"1993-01-01 00:00:00","Hungary","Imports",12530.0
"1993-01-01 00:00:00","India","Exports",21572.0
"1993-01-01 00:00:00","India","Imports",22788.0
"1993-01-01 00:00:00","Indonesia","Exports",0.0
"1993-01-01 00:00:00","Indonesia","Imports",0.0
"1993-01-01 00:00:00","Israel","Exports",14826.0
"1993-01-01 00:00:00","Israel","Imports",22624.0
"1993-01-01 00:00:00","Italy","Exports",169229.0
"1993-01-01 00:00:00","Italy","Imports",148095.0
"1993-01-01 00:00:00","Japan","Exports",362265.0
"1993-01-01 00:00:00","Japan","Imports",241624.0
"1993-01-01 00:00:00","Malaysia","Exports",47131.0
"1993-01-01 00:00:00","Malaysia","Imports",45650.0
"1993-01-01 00:00:00","Mexico","Exports",51886.0
"1993-01-01 00:00:00","Mexico","Imports",67547.0
